GFF Download Link	Organellar genome(s)	VEuPathDB Project	Chromosomes	Supercontigs	Contigs	Available for community annotation	BUSCO Genomic	BUSCO Lineage Dataset	BUSCO Protein	Genome Source	Genome Version/Assembly ID	Mega base Pairs	Structural Annotation Source	Structural Annotation Version	Is Reference Strain	Organism	Species	Species NCBI taxon ID	Strain	Strain NCBI taxon ID	CDS Fasta Download Link	Genome Fasta Download Link	Protein Fasta Download Link	Transcript Fasta Download Link	ChIP chip	EC#	ESTs	Genes	GO terms	Microarray	Non Protein coding genes	Orthologs	Popset Sequences	Protein coding genes	Proteomics	Pseudogenes	RNA Seq	RT-PCR	SNPs	TFBS	User comments
http://FungiDB.org/common/downloads/Current_Release/AnigerATCC1015/gff/data/FungiDB-68_AnigerATCC1015.gff	no	FungiDB	0	24	0	N/A	N/A	N/A	N/A	GenBank	GCA_000230395.2	34.85	JGI	4	no	Aspergillus niger ATCC 1015	Aspergillus niger	5061	ATCC 1015	380704	http://FungiDB.org/common/downloads/Current_Release/AnigerATCC1015/fasta/data/FungiDB-68_AnigerATCC1015_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/AnigerATCC1015/fasta/data/FungiDB-68_AnigerATCC1015_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/AnigerATCC1015/fasta/data/FungiDB-68_AnigerATCC1015_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/AnigerATCC1015/fasta/data/FungiDB-68_AnigerATCC1015_AnnotatedTranscripts.fasta	N/A	977	5836	11910	7569	N/A	6	11904	70241	11904	N/A	6	N/A	N/A	N/A	N/A	4
http://FungiDB.org/common/downloads/Current_Release/PfijiensisCIRAD86/gff/data/FungiDB-68_PfijiensisCIRAD86.gff	no	FungiDB	0	56	0	Apollo	C:  98.4%[S:  98.2%,D:   0.2%],F:   0.6%,M:   1.0%,n:3786	dothideomycetes_odb10	C:  96.1%[S:  96.1%,D:   0.1%],F:   2.3%,M:   1.6%,n:3786	INSDC	GCA_000340215.1	74.14	GenBank	Mar 19, 2015	yes	Pseudocercospora fijiensis CIRAD86	Pseudocercospora fijiensis	1873960	CIRAD86	383855	http://FungiDB.org/common/downloads/Current_Release/PfijiensisCIRAD86/fasta/data/FungiDB-68_PfijiensisCIRAD86_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/PfijiensisCIRAD86/fasta/data/FungiDB-68_PfijiensisCIRAD86_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/PfijiensisCIRAD86/fasta/data/FungiDB-68_PfijiensisCIRAD86_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/PfijiensisCIRAD86/fasta/data/FungiDB-68_PfijiensisCIRAD86_AnnotatedTranscripts.fasta	N/A	N/A	6420	13131	7356	N/A	66	13065	5981	13065	N/A	18	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/AapisARSEF7405/gff/data/FungiDB-68_AapisARSEF7405.gff	no	FungiDB	0	82	0	Apollo	N/A	N/A	N/A	INSDC	GCA_001636715.1	20.31	GenBank	May 2, 2016	yes	Ascosphaera apis ARSEF 7405	Ascosphaera apis	5105	ARSEF 7405	392613	http://FungiDB.org/common/downloads/Current_Release/AapisARSEF7405/fasta/data/FungiDB-68_AapisARSEF7405_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/AapisARSEF7405/fasta/data/FungiDB-68_AapisARSEF7405_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/AapisARSEF7405/fasta/data/FungiDB-68_AapisARSEF7405_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/AapisARSEF7405/fasta/data/FungiDB-68_AapisARSEF7405_AnnotatedTranscripts.fasta	N/A	799	N/A	6442	4727	N/A	0	6442	99	6442	N/A	0	N/A	N/A	N/A	N/A	746
http://FungiDB.org/common/downloads/Current_Release/CimmitisH538-4/gff/data/FungiDB-68_CimmitisH538-4.gff	yes	FungiDB	0	553	0	N/A	C:  84.0%[S:  83.7%,D:   0.2%],F:   7.3%,M:   8.7%,n:4862	onygenales_odb10	C:  74.9%[S:  74.7%,D:   0.1%],F:  10.7%,M:  14.4%,n:4862	GenBank	GCA_000149815.1	27.78	GenBank	Jul 10, 2015	no	Coccidioides immitis H538.4	Coccidioides immitis	5501	H538.4	396776	http://FungiDB.org/common/downloads/Current_Release/CimmitisH538-4/fasta/data/FungiDB-68_CimmitisH538-4_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmitisH538-4/fasta/data/FungiDB-68_CimmitisH538-4_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmitisH538-4/fasta/data/FungiDB-68_CimmitisH538-4_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmitisH538-4/fasta/data/FungiDB-68_CimmitisH538-4_AnnotatedTranscripts.fasta	N/A	2	6760	10724	5611	N/A	186	10538	8675	10538	N/A	2	N/A	N/A	N/A	N/A	2
http://FungiDB.org/common/downloads/Current_Release/SjaponicusyFS275/gff/data/FungiDB-68_SjaponicusyFS275.gff	yes	FungiDB	0	32	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000149845.2	11.81	GenBank	Mar 23, 2015	yes	Schizosaccharomyces japonicus yFS275	Schizosaccharomyces japonicus	4897	yFS275	402676	http://FungiDB.org/common/downloads/Current_Release/SjaponicusyFS275/fasta/data/FungiDB-68_SjaponicusyFS275_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/SjaponicusyFS275/fasta/data/FungiDB-68_SjaponicusyFS275_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/SjaponicusyFS275/fasta/data/FungiDB-68_SjaponicusyFS275_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/SjaponicusyFS275/fasta/data/FungiDB-68_SjaponicusyFS275_AnnotatedTranscripts.fasta	N/A	823	N/A	5232	4793	N/A	346	4886	52677	4886	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/BdendrobatidisJEL423/gff/data/FungiDB-68_BdendrobatidisJEL423.gff	yes	FungiDB	0	69	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000149865.1	23.9	GenBank	May 16, 2016	yes	Batrachochytrium dendrobatidis JEL423	Batrachochytrium dendrobatidis	109871	JEL423	403673	http://FungiDB.org/common/downloads/Current_Release/BdendrobatidisJEL423/fasta/data/FungiDB-68_BdendrobatidisJEL423_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/BdendrobatidisJEL423/fasta/data/FungiDB-68_BdendrobatidisJEL423_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/BdendrobatidisJEL423/fasta/data/FungiDB-68_BdendrobatidisJEL423_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/BdendrobatidisJEL423/fasta/data/FungiDB-68_BdendrobatidisJEL423_AnnotatedTranscripts.fasta	N/A	761	2722	8763	5411	N/A	133	8630	402	8630	N/A	0	N/A	N/A	8449	N/A	5
http://FungiDB.org/common/downloads/Current_Release/PinfestansT30-4/gff/data/FungiDB-68_PinfestansT30-4.gff	no	FungiDB	0	4921	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000142945.1	228.54	GenBank	Mar 12, 2015	yes	Phytophthora infestans T30-4	Phytophthora infestans	4787	T30-4	403677	http://FungiDB.org/common/downloads/Current_Release/PinfestansT30-4/fasta/data/FungiDB-68_PinfestansT30-4_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/PinfestansT30-4/fasta/data/FungiDB-68_PinfestansT30-4_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/PinfestansT30-4/fasta/data/FungiDB-68_PinfestansT30-4_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/PinfestansT30-4/fasta/data/FungiDB-68_PinfestansT30-4_AnnotatedTranscripts.fasta	N/A	1467	10371	19344	10026	N/A	1547	17797	80650	17797	N/A	381	N/A	N/A	N/A	N/A	7
http://FungiDB.org/common/downloads/Current_Release/CimmitisRMSCC2394/gff/data/FungiDB-68_CimmitisRMSCC2394.gff	yes	FungiDB	0	23	0	N/A	N/A	N/A	N/A	GenBank	GCA_000149895.1	28.91	GenBank	13/07/2015	no	Coccidioides immitis RMSCC 2394	Coccidioides immitis	5501	RMSCC 2394	404692	http://FungiDB.org/common/downloads/Current_Release/CimmitisRMSCC2394/fasta/data/FungiDB-68_CimmitisRMSCC2394_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmitisRMSCC2394/fasta/data/FungiDB-68_CimmitisRMSCC2394_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmitisRMSCC2394/fasta/data/FungiDB-68_CimmitisRMSCC2394_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmitisRMSCC2394/fasta/data/FungiDB-68_CimmitisRMSCC2394_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/TvirensGv29-8/gff/data/FungiDB-68_TvirensGv29-8.gff	no	FungiDB	0	0	93	Apollo	N/A	N/A	N/A	GenBank	GCA_000170995.2	39.02	GenBank	Nov 29, 2011	yes	Trichoderma virens Gv29-8	Trichoderma virens	29875	Gv29-8	413071	http://FungiDB.org/common/downloads/Current_Release/TvirensGv29-8/fasta/data/FungiDB-68_TvirensGv29-8_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/TvirensGv29-8/fasta/data/FungiDB-68_TvirensGv29-8_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/TvirensGv29-8/fasta/data/FungiDB-68_TvirensGv29-8_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/TvirensGv29-8/fasta/data/FungiDB-68_TvirensGv29-8_AnnotatedTranscripts.fasta	N/A	1428	4638	12405	8238	N/A	0	12405	13812	12405	N/A	0	N/A	N/A	N/A	N/A	1
http://FungiDB.org/common/downloads/Current_Release/PgraminisCRL75-36-700-3/gff/data/FungiDB-68_PgraminisCRL75-36-700-3.gff	yes	FungiDB	0	392	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000149925.1	88.72	GenBank	Mar 11, 2015	yes	Puccinia graminis f. sp. tritici CRL 75-36-700-3	Puccinia graminis	5297	f. sp. tritici CRL 75-36-700-3	418459	http://FungiDB.org/common/downloads/Current_Release/PgraminisCRL75-36-700-3/fasta/data/FungiDB-68_PgraminisCRL75-36-700-3_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/PgraminisCRL75-36-700-3/fasta/data/FungiDB-68_PgraminisCRL75-36-700-3_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/PgraminisCRL75-36-700-3/fasta/data/FungiDB-68_PgraminisCRL75-36-700-3_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/PgraminisCRL75-36-700-3/fasta/data/FungiDB-68_PgraminisCRL75-36-700-3_AnnotatedTranscripts.fasta	N/A	1093	122	16309	6785	N/A	509	15800	25759	15800	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/AnigerCBS513-88/gff/data/FungiDB-68_AnigerCBS513-88.gff	no	FungiDB	0	19	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000002855.2	33.98	AspGD	Sep 14, 2015	yes	Aspergillus niger CBS 513.88	Aspergillus niger	5061	CBS 513.88	425011	http://FungiDB.org/common/downloads/Current_Release/AnigerCBS513-88/fasta/data/FungiDB-68_AnigerCBS513-88_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/AnigerCBS513-88/fasta/data/FungiDB-68_AnigerCBS513-88_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/AnigerCBS513-88/fasta/data/FungiDB-68_AnigerCBS513-88_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/AnigerCBS513-88/fasta/data/FungiDB-68_AnigerCBS513-88_AnnotatedTranscripts.fasta	N/A	3236	6071	14403	14031	N/A	346	14057	69807	14057	N/A	16	14403	N/A	N/A	N/A	28
http://FungiDB.org/common/downloads/Current_Release/MrestrictaCBS7877/gff/data/FungiDB-68_MrestrictaCBS7877.gff	yes	FungiDB	9	0	0	N/A	N/A	N/A	N/A	INSDC	GCA_003691605.1	7.3	GenBank	Oct 29, 2018	no	Malassezia restricta CBS 7877	Malassezia restricta	76775	CBS 7877	425264	http://FungiDB.org/common/downloads/Current_Release/MrestrictaCBS7877/fasta/data/FungiDB-68_MrestrictaCBS7877_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/MrestrictaCBS7877/fasta/data/FungiDB-68_MrestrictaCBS7877_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/MrestrictaCBS7877/fasta/data/FungiDB-68_MrestrictaCBS7877_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/MrestrictaCBS7877/fasta/data/FungiDB-68_MrestrictaCBS7877_AnnotatedTranscripts.fasta	N/A	1265	N/A	4155	3402	N/A	59	4096	9308	4096	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/MglobosaCBS7966/gff/data/FungiDB-68_MglobosaCBS7966.gff	no	FungiDB	0	67	0	Apollo	C:  82.1%[S:  82.0%,D:   0.1%],F:   5.0%,M:  12.9%,n:1764	basidiomycota_odb10	C:  73.8%[S:  73.7%,D:   0.1%],F:   8.7%,M:  17.6%,n:1764	GenBank	GCA_000181695.1	8.96	GenBank	Nov 02, 2007	yes	Malassezia globosa CBS 7966	Malassezia globosa	76773	CBS 7966	425265	http://FungiDB.org/common/downloads/Current_Release/MglobosaCBS7966/fasta/data/FungiDB-68_MglobosaCBS7966_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/MglobosaCBS7966/fasta/data/FungiDB-68_MglobosaCBS7966_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/MglobosaCBS7966/fasta/data/FungiDB-68_MglobosaCBS7966_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/MglobosaCBS7966/fasta/data/FungiDB-68_MglobosaCBS7966_AnnotatedTranscripts.fasta	N/A	1	811	4286	3424	N/A	0	4286	6163	4286	N/A	0	N/A	N/A	N/A	N/A	1
http://FungiDB.org/common/downloads/Current_Release/Foxysporum4287/gff/data/FungiDB-68_Foxysporum4287.gff	yes	FungiDB	15	70	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000149955.2	61.47	GenBank	Aug 20, 2015	yes	Fusarium oxysporum f. sp. lycopersici 4287	Fusarium oxysporum	5507	f. sp. lycopersici 4287	426428	http://FungiDB.org/common/downloads/Current_Release/Foxysporum4287/fasta/data/FungiDB-68_Foxysporum4287_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/Foxysporum4287/fasta/data/FungiDB-68_Foxysporum4287_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/Foxysporum4287/fasta/data/FungiDB-68_Foxysporum4287_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/Foxysporum4287/fasta/data/FungiDB-68_Foxysporum4287_AnnotatedTranscripts.fasta	N/A	1868	2570	21354	11657	N/A	429	20925	148348	20925	N/A	0	N/A	N/A	N/A	N/A	22
http://FungiDB.org/common/downloads/Current_Release/TreeseiQM6a/gff/data/FungiDB-68_TreeseiQM6a.gff	no	FungiDB	0	77	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000167675.2	33.4	Apollo	Nov 01, 2021	yes	Trichoderma reesei QM6a	Trichoderma reesei	51453	QM6a	431241	http://FungiDB.org/common/downloads/Current_Release/TreeseiQM6a/fasta/data/FungiDB-68_TreeseiQM6a_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/TreeseiQM6a/fasta/data/FungiDB-68_TreeseiQM6a_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/TreeseiQM6a/fasta/data/FungiDB-68_TreeseiQM6a_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/TreeseiQM6a/fasta/data/FungiDB-68_TreeseiQM6a_AnnotatedTranscripts.fasta	N/A	949	4315	9138	6470	N/A	7	9131	32662	9131	N/A	7	9138	N/A	N/A	N/A	22
http://FungiDB.org/common/downloads/Current_Release/GultimumDAOMBR144/gff/data/FungiDB-68_GultimumDAOMBR144.gff	no	FungiDB	0	975	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000143045.1	44.91	Ensembl	Mar 02, 2016	yes	Globisporangium ultimum DAOM BR144	Globisporangium ultimum	2052682	DAOM BR144	431595	http://FungiDB.org/common/downloads/Current_Release/GultimumDAOMBR144/fasta/data/FungiDB-68_GultimumDAOMBR144_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/GultimumDAOMBR144/fasta/data/FungiDB-68_GultimumDAOMBR144_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/GultimumDAOMBR144/fasta/data/FungiDB-68_GultimumDAOMBR144_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/GultimumDAOMBR144/fasta/data/FungiDB-68_GultimumDAOMBR144_AnnotatedTranscripts.fasta	N/A	1243	N/A	15430	9301	N/A	140	15290	6153	15290	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/TstipitatusATCC10500/gff/data/FungiDB-68_TstipitatusATCC10500.gff	yes	FungiDB	0	820	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000003125.1	35.72	GenBank	Mar 11, 2015	yes	Talaromyces stipitatus ATCC 10500	Talaromyces stipitatus	28564	ATCC 10500	441959	http://FungiDB.org/common/downloads/Current_Release/TstipitatusATCC10500/fasta/data/FungiDB-68_TstipitatusATCC10500_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/TstipitatusATCC10500/fasta/data/FungiDB-68_TstipitatusATCC10500_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/TstipitatusATCC10500/fasta/data/FungiDB-68_TstipitatusATCC10500_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/TstipitatusATCC10500/fasta/data/FungiDB-68_TstipitatusATCC10500_AnnotatedTranscripts.fasta	N/A	1734	N/A	12629	8566	N/A	146	12483	4417	12483	N/A	13	N/A	N/A	N/A	N/A	2
http://FungiDB.org/common/downloads/Current_Release/TmarneffeiATCC18224/gff/data/FungiDB-68_TmarneffeiATCC18224.gff	yes	FungiDB	0	452	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000001985.1	28.68	GenBank	Mar 11, 2015	yes	Talaromyces marneffei ATCC 18224	Talaromyces marneffei	37727	ATCC 18224	441960	http://FungiDB.org/common/downloads/Current_Release/TmarneffeiATCC18224/fasta/data/FungiDB-68_TmarneffeiATCC18224_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/TmarneffeiATCC18224/fasta/data/FungiDB-68_TmarneffeiATCC18224_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/TmarneffeiATCC18224/fasta/data/FungiDB-68_TmarneffeiATCC18224_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/TmarneffeiATCC18224/fasta/data/FungiDB-68_TmarneffeiATCC18224_AnnotatedTranscripts.fasta	N/A	1341	37	10194	7416	N/A	145	10049	4453	10049	N/A	4	10194	N/A	N/A	N/A	1
http://FungiDB.org/common/downloads/Current_Release/CposadasiiSilveira/gff/data/FungiDB-68_CposadasiiSilveira.gff	no	FungiDB	0	54	0	Apollo	N/A	N/A	N/A	GenBank	GCA_000170175.2	27.58	GenBank	13/03/2015	yes	Coccidioides posadasii str. Silveira	Coccidioides posadasii	199306	str. Silveira	443226	http://FungiDB.org/common/downloads/Current_Release/CposadasiiSilveira/fasta/data/FungiDB-68_CposadasiiSilveira_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CposadasiiSilveira/fasta/data/FungiDB-68_CposadasiiSilveira_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CposadasiiSilveira/fasta/data/FungiDB-68_CposadasiiSilveira_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CposadasiiSilveira/fasta/data/FungiDB-68_CposadasiiSilveira_AnnotatedTranscripts.fasta	N/A	1079	7608	10379	5746	N/A	154	10225	8677	10225	889	0	10379	N/A	10195	N/A	3
http://FungiDB.org/common/downloads/Current_Release/HcapsulatumG186AR/gff/data/FungiDB-68_HcapsulatumG186AR.gff	yes	FungiDB	6	0	0	N/A	N/A	N/A	N/A	GenBank	GCA_017355575.1	31.11	GenBank	Mar 15, 2021	no	Histoplasma capsulatum G186AR	Histoplasma capsulatum	5037	G186AR	447093	http://FungiDB.org/common/downloads/Current_Release/HcapsulatumG186AR/fasta/data/FungiDB-68_HcapsulatumG186AR_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/HcapsulatumG186AR/fasta/data/FungiDB-68_HcapsulatumG186AR_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/HcapsulatumG186AR/fasta/data/FungiDB-68_HcapsulatumG186AR_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/HcapsulatumG186AR/fasta/data/FungiDB-68_HcapsulatumG186AR_AnnotatedTranscripts.fasta	N/A	N/A	4081	12743	4572	N/A	3281	9462	2808	9462	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/HcapsulatumG217B/gff/data/FungiDB-68_HcapsulatumG217B.gff	yes	FungiDB	0	11	0	Apollo	N/A	N/A	N/A	GenBank	GCA_017607445.1	39.45	GenBank	Mar 29, 2021	yes	Histoplasma capsulatum G217B	Histoplasma capsulatum	5037	G217B	447094	http://FungiDB.org/common/downloads/Current_Release/HcapsulatumG217B/fasta/data/FungiDB-68_HcapsulatumG217B_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/HcapsulatumG217B/fasta/data/FungiDB-68_HcapsulatumG217B_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/HcapsulatumG217B/fasta/data/FungiDB-68_HcapsulatumG217B_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/HcapsulatumG217B/fasta/data/FungiDB-68_HcapsulatumG217B_AnnotatedTranscripts.fasta	11775	N/A	4009	12363	5526	N/A	3148	9215	2804	9215	N/A	0	12363	N/A	9009	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/BdermatitidisATCC26199/gff/data/FungiDB-68_BdermatitidisATCC26199.gff	no	FungiDB	0	3282	0	N/A	N/A	N/A	N/A	INSDC	GCA_000166155.1	71.52	GenBank	13/03/2015	no	Blastomyces dermatitidis ATCC 26199	Blastomyces dermatitidis	5039	ATCC 26199	447095	http://FungiDB.org/common/downloads/Current_Release/BdermatitidisATCC26199/fasta/data/FungiDB-68_BdermatitidisATCC26199_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/BdermatitidisATCC26199/fasta/data/FungiDB-68_BdermatitidisATCC26199_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/BdermatitidisATCC26199/fasta/data/FungiDB-68_BdermatitidisATCC26199_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/BdermatitidisATCC26199/fasta/data/FungiDB-68_BdermatitidisATCC26199_AnnotatedTranscripts.fasta	N/A	887	N/A	9560	5745	N/A	380	9180	856	9180	N/A	232	9560	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/AfumigatusA1163/gff/data/FungiDB-68_AfumigatusA1163.gff	no	FungiDB	0	55	0	N/A	N/A	N/A	N/A	GenBank	GCA_000150145.1	29.21	AspGD	Dec 16, 2013	no	Aspergillus fumigatus A1163	Aspergillus fumigatus	746128	A1163	451804	http://FungiDB.org/common/downloads/Current_Release/AfumigatusA1163/fasta/data/FungiDB-68_AfumigatusA1163_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/AfumigatusA1163/fasta/data/FungiDB-68_AfumigatusA1163_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/AfumigatusA1163/fasta/data/FungiDB-68_AfumigatusA1163_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/AfumigatusA1163/fasta/data/FungiDB-68_AfumigatusA1163_AnnotatedTranscripts.fasta	N/A	1431	228	10106	7441	N/A	199	9907	45034	9907	N/A	19	10106	N/A	N/A	N/A	319
http://FungiDB.org/common/downloads/Current_Release/CposadasiiRMSCC3488/gff/data/FungiDB-68_CposadasiiRMSCC3488.gff	yes	FungiDB	0	6	0	N/A	N/A	N/A	N/A	GenBank	GCA_000150055.1	28.21	GenBank	Jun 29, 2015	no	Coccidioides posadasii RMSCC 3488	Coccidioides posadasii	199306	RMSCC 3488	454284	http://FungiDB.org/common/downloads/Current_Release/CposadasiiRMSCC3488/fasta/data/FungiDB-68_CposadasiiRMSCC3488_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CposadasiiRMSCC3488/fasta/data/FungiDB-68_CposadasiiRMSCC3488_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CposadasiiRMSCC3488/fasta/data/FungiDB-68_CposadasiiRMSCC3488_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CposadasiiRMSCC3488/fasta/data/FungiDB-68_CposadasiiRMSCC3488_AnnotatedTranscripts.fasta	N/A	1069	7512	10016	5605	N/A	119	9897	8334	9897	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/CimmitisRMSCC3703/gff/data/FungiDB-68_CimmitisRMSCC3703.gff	yes	FungiDB	0	286	0	N/A	N/A	N/A	N/A	GenBank	GCA_000150085.1	27.71	GenBank	13/07/2015	no	Coccidioides immitis RMSCC 3703	Coccidioides immitis	5501	RMSCC 3703	454286	http://FungiDB.org/common/downloads/Current_Release/CimmitisRMSCC3703/fasta/data/FungiDB-68_CimmitisRMSCC3703_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmitisRMSCC3703/fasta/data/FungiDB-68_CimmitisRMSCC3703_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmitisRMSCC3703/fasta/data/FungiDB-68_CimmitisRMSCC3703_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CimmitisRMSCC3703/fasta/data/FungiDB-68_CimmitisRMSCC3703_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://FungiDB.org/common/downloads/Current_Release/CposadasiiRMSCC2133/gff/data/FungiDB-68_CposadasiiRMSCC2133.gff	yes	FungiDB	0	53	0	N/A	N/A	N/A	N/A	GenBank	GCA_000150185.1	27.92	GenBank	13/07/2015	no	Coccidioides posadasii RMSCC 2133	Coccidioides posadasii	199306	RMSCC 2133	469470	http://FungiDB.org/common/downloads/Current_Release/CposadasiiRMSCC2133/fasta/data/FungiDB-68_CposadasiiRMSCC2133_CDs.fasta	http://FungiDB.org/common/downloads/Current_Release/CposadasiiRMSCC2133/fasta/data/FungiDB-68_CposadasiiRMSCC2133_Genome.fasta	http://FungiDB.org/common/downloads/Current_Release/CposadasiiRMSCC2133/fasta/data/FungiDB-68_CposadasiiRMSCC2133_AnnotatedProteins.fasta	http://FungiDB.org/common/downloads/Current_Release/CposadasiiRMSCC2133/fasta/data/FungiDB-68_CposadasiiRMSCC2133_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
